Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
84¿VariableDeclarator¿¿v11¿¿¿¿¿VariableDeclarator
85¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":16,"column":87}}¿¿CallExpression
86¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":16,"column":12}}¿¿MemberExpression
87¿Identifier¿¿v10¿¿¿¿¿Identifier
88¿Identifier¿¿example¿¿¿{"start":{"line":16,"column":5},"end":{"line":16,"column":12}}¿¿Identifier
89¿Literal¿string¿¿'$0 text -F Doom 'Some Titles''¿¿{"start":{"line":16,"column":13},"end":{"line":16,"column":44}}¿¿Literal
90¿Literal¿string¿¿'outputs 'Some Titles' in the Doom font'¿¿{"start":{"line":16,"column":46},"end":{"line":16,"column":86}}¿¿Literal
91¿VariableDeclarator¿¿v12¿¿¿¿¿VariableDeclarator
92¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":17,"column":69}}¿¿CallExpression
93¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":17,"column":12}}¿¿MemberExpression
94¿Identifier¿¿v11¿¿¿¿¿Identifier
95¿Identifier¿¿example¿¿¿{"start":{"line":17,"column":5},"end":{"line":17,"column":12}}¿¿Identifier
96¿Literal¿string¿¿'$0 list all'¿¿{"start":{"line":17,"column":13},"end":{"line":17,"column":26}}¿¿Literal
97¿Literal¿string¿¿'show all fonts available at figlet.org'¿¿{"start":{"line":17,"column":28},"end":{"line":17,"column":68}}¿¿Literal
98¿VariableDeclarator¿¿v13¿¿¿¿¿VariableDeclarator
99¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":18,"column":87}}¿¿CallExpression
100¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":18,"column":12}}¿¿MemberExpression
101¿Identifier¿¿v12¿¿¿¿¿Identifier
102¿Identifier¿¿example¿¿¿{"start":{"line":18,"column":5},"end":{"line":18,"column":12}}¿¿Identifier
103¿Literal¿string¿¿'$0 preview weird'¿¿{"start":{"line":18,"column":13},"end":{"line":18,"column":31}}¿¿Literal
104¿Literal¿string¿¿'visit the prieview page for weird.flf at figlet.org'¿¿{"start":{"line":18,"column":33},"end":{"line":18,"column":86}}¿¿Literal
105¿VariableDeclarator¿¿v14¿¿¿¿¿VariableDeclarator
106¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":19,"column":87}}¿¿CallExpression
107¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":19,"column":12}}¿¿MemberExpression
108¿Identifier¿¿v13¿¿¿¿¿Identifier
109¿Identifier¿¿example¿¿¿{"start":{"line":19,"column":5},"end":{"line":19,"column":12}}¿¿Identifier
110¿Literal¿string¿¿'$0 install weird'¿¿{"start":{"line":19,"column":13},"end":{"line":19,"column":31}}¿¿Literal
111¿Literal¿string¿¿'install weird.flf into the local '/Fonts' directory'¿¿{"start":{"line":19,"column":33},"end":{"line":19,"column":86}}¿¿Literal
112¿VariableDeclarator¿¿v15¿¿¿¿¿VariableDeclarator
113¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":20,"column":104}}¿¿CallExpression
114¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":20,"column":12}}¿¿MemberExpression
115¿Identifier¿¿v14¿¿¿¿¿Identifier
116¿Identifier¿¿example¿¿¿{"start":{"line":20,"column":5},"end":{"line":20,"column":12}}¿¿Identifier
117¿Literal¿string¿¿'$0 install weird -g'¿¿{"start":{"line":20,"column":13},"end":{"line":20,"column":34}}¿¿Literal
118¿Literal¿string¿¿'install weird.flf into the currently executing ascii-art instance'¿¿{"start":{"line":20,"column":36},"end":{"line":20,"column":103}}¿¿Literal
119¿VariableDeclarator¿¿v16¿¿¿¿¿VariableDeclarator
120¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":21,"column":24}}¿¿CallExpression
121¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":21,"column":10}}¿¿MemberExpression
122¿Identifier¿¿v15¿¿¿¿¿Identifier
123¿Identifier¿¿alias¿¿¿{"start":{"line":21,"column":5},"end":{"line":21,"column":10}}¿¿Identifier
124¿Literal¿string¿¿'s'¿¿{"start":{"line":21,"column":11},"end":{"line":21,"column":14}}¿¿Literal
125¿Literal¿string¿¿'style'¿¿{"start":{"line":21,"column":16},"end":{"line":21,"column":23}}¿¿Literal
126¿VariableDeclarator¿¿v17¿¿¿¿¿VariableDeclarator
127¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":22,"column":19}}¿¿CallExpression
128¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":22,"column":11}}¿¿MemberExpression
129¿Identifier¿¿v16¿¿¿¿¿Identifier
130¿Identifier¿¿nargs¿¿¿{"start":{"line":22,"column":6},"end":{"line":22,"column":11}}¿¿Identifier
131¿Literal¿string¿¿'s'¿¿{"start":{"line":22,"column":12},"end":{"line":22,"column":15}}¿¿Literal
132¿Literal¿number¿¿1¿¿{"start":{"line":22,"column":17},"end":{"line":22,"column":18}}¿¿Literal
133¿VariableDeclarator¿¿v18¿¿¿¿¿VariableDeclarator
134¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":23,"column":56}}¿¿CallExpression
135¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":23,"column":14}}¿¿MemberExpression
136¿Identifier¿¿v17¿¿¿¿¿Identifier
137¿Identifier¿¿describe¿¿¿{"start":{"line":23,"column":6},"end":{"line":23,"column":14}}¿¿Identifier
138¿Literal¿string¿¿'s'¿¿{"start":{"line":23,"column":15},"end":{"line":23,"column":18}}¿¿Literal
139¿Literal¿string¿¿'render a ansi style onto a string'¿¿{"start":{"line":23,"column":20},"end":{"line":23,"column":55}}¿¿Literal
140¿VariableDeclarator¿¿v19¿¿¿¿¿VariableDeclarator
141¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":24,"column":23}}¿¿CallExpression
142¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":24,"column":10}}¿¿MemberExpression
143¿Identifier¿¿v18¿¿¿¿¿Identifier
144¿Identifier¿¿alias¿¿¿{"start":{"line":24,"column":5},"end":{"line":24,"column":10}}¿¿Identifier
145¿Literal¿string¿¿'F'¿¿{"start":{"line":24,"column":11},"end":{"line":24,"column":14}}¿¿Literal
146¿Literal¿string¿¿'font'¿¿{"start":{"line":24,"column":16},"end":{"line":24,"column":22}}¿¿Literal
147¿VariableDeclarator¿¿v20¿¿¿¿¿VariableDeclarator
148¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":25,"column":19}}¿¿CallExpression
149¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":25,"column":11}}¿¿MemberExpression
150¿Identifier¿¿v19¿¿¿¿¿Identifier
151¿Identifier¿¿nargs¿¿¿{"start":{"line":25,"column":6},"end":{"line":25,"column":11}}¿¿Identifier
152¿Literal¿string¿¿'F'¿¿{"start":{"line":25,"column":12},"end":{"line":25,"column":15}}¿¿Literal
153¿Literal¿number¿¿1¿¿{"start":{"line":25,"column":17},"end":{"line":25,"column":18}}¿¿Literal
154¿VariableDeclarator¿¿v21¿¿¿¿¿VariableDeclarator
155¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":26,"column":62}}¿¿CallExpression
156¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":26,"column":14}}¿¿MemberExpression
157¿Identifier¿¿v20¿¿¿¿¿Identifier
158¿Identifier¿¿describe¿¿¿{"start":{"line":26,"column":6},"end":{"line":26,"column":14}}¿¿Identifier
159¿Literal¿string¿¿'F'¿¿{"start":{"line":26,"column":15},"end":{"line":26,"column":18}}¿¿Literal
160¿Literal¿string¿¿'render the output in the specified font'¿¿{"start":{"line":26,"column":20},"end":{"line":26,"column":61}}¿¿Literal
161¿VariableDeclarator¿¿v22¿¿¿¿¿VariableDeclarator
162¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":27,"column":25}}¿¿CallExpression
163¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":27,"column":10}}¿¿MemberExpression
164¿Identifier¿¿v21¿¿¿¿¿Identifier
165¿Identifier¿¿alias¿¿¿{"start":{"line":27,"column":5},"end":{"line":27,"column":10}}¿¿Identifier
166¿Literal¿string¿¿'g'¿¿{"start":{"line":27,"column":11},"end":{"line":27,"column":14}}¿¿Literal
167¿Literal¿string¿¿'global'¿¿{"start":{"line":27,"column":16},"end":{"line":27,"column":24}}¿¿Literal
168¿VariableDeclarator¿¿v23¿¿¿¿¿VariableDeclarator
169¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":28,"column":19}}¿¿CallExpression
170¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":28,"column":11}}¿¿MemberExpression
171¿Identifier¿¿v22¿¿¿¿¿Identifier
172¿Identifier¿¿nargs¿¿¿{"start":{"line":28,"column":6},"end":{"line":28,"column":11}}¿¿Identifier
173¿Literal¿string¿¿'g'¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":15}}¿¿Literal
174¿Literal¿number¿¿0¿¿{"start":{"line":28,"column":17},"end":{"line":28,"column":18}}¿¿Literal
175¿VariableDeclarator¿¿v24¿¿¿¿¿VariableDeclarator
176¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":29,"column":48}}¿¿CallExpression
177¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":29,"column":14}}¿¿MemberExpression
178¿Identifier¿¿v23¿¿¿¿¿Identifier
179¿Identifier¿¿describe¿¿¿{"start":{"line":29,"column":6},"end":{"line":29,"column":14}}¿¿Identifier
180¿Literal¿string¿¿'g'¿¿{"start":{"line":29,"column":15},"end":{"line":29,"column":18}}¿¿Literal
181¿Literal¿string¿¿'install the font globally'¿¿{"start":{"line":29,"column":20},"end":{"line":29,"column":47}}¿¿Literal
182¿VariableDeclarator¿¿v25¿¿¿¿¿VariableDeclarator
183¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":30,"column":25}}¿¿CallExpression
184¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":30,"column":10}}¿¿MemberExpression
185¿Identifier¿¿v24¿¿¿¿¿Identifier
186¿Identifier¿¿alias¿¿¿{"start":{"line":30,"column":5},"end":{"line":30,"column":10}}¿¿Identifier
187¿Literal¿string¿¿'o'¿¿{"start":{"line":30,"column":11},"end":{"line":30,"column":14}}¿¿Literal
188¿Literal¿string¿¿'output'¿¿{"start":{"line":30,"column":16},"end":{"line":30,"column":24}}¿¿Literal
189¿VariableDeclarator¿¿v26¿¿¿¿¿VariableDeclarator
190¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":31,"column":19}}¿¿CallExpression
191¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":31,"column":11}}¿¿MemberExpression
192¿Identifier¿¿v25¿¿¿¿¿Identifier
193¿Identifier¿¿nargs¿¿¿{"start":{"line":31,"column":6},"end":{"line":31,"column":11}}¿¿Identifier
194¿Literal¿string¿¿'o'¿¿{"start":{"line":31,"column":12},"end":{"line":31,"column":15}}¿¿Literal
195¿Literal¿number¿¿1¿¿{"start":{"line":31,"column":17},"end":{"line":31,"column":18}}¿¿Literal
196¿VariableDeclarator¿¿v27¿¿¿¿¿VariableDeclarator
197¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":32,"column":37}}¿¿CallExpression
198¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":32,"column":14}}¿¿MemberExpression
199¿Identifier¿¿v26¿¿¿¿¿Identifier
200¿Identifier¿¿describe¿¿¿{"start":{"line":32,"column":6},"end":{"line":32,"column":14}}¿¿Identifier
201¿Literal¿string¿¿'o'¿¿{"start":{"line":32,"column":15},"end":{"line":32,"column":18}}¿¿Literal
202¿Literal¿string¿¿'Save to a file'¿¿{"start":{"line":32,"column":20},"end":{"line":32,"column":36}}¿¿Literal
203¿VariableDeclarator¿¿v28¿¿¿¿¿VariableDeclarator
204¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":33,"column":27}}¿¿CallExpression
205¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":33,"column":10}}¿¿MemberExpression
206¿Identifier¿¿v27¿¿¿¿¿Identifier
207¿Identifier¿¿alias¿¿¿{"start":{"line":33,"column":5},"end":{"line":33,"column":10}}¿¿Identifier
208¿Literal¿string¿¿'a'¿¿{"start":{"line":33,"column":11},"end":{"line":33,"column":14}}¿¿Literal
209¿Literal¿string¿¿'alphabet'¿¿{"start":{"line":33,"column":16},"end":{"line":33,"column":26}}¿¿Literal
210¿VariableDeclarator¿¿v29¿¿¿¿¿VariableDeclarator
211¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":34,"column":25}}¿¿CallExpression
212¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":34,"column":11}}¿¿MemberExpression
213¿Identifier¿¿v28¿¿¿¿¿Identifier
214¿Identifier¿¿alias¿¿¿{"start":{"line":34,"column":6},"end":{"line":34,"column":11}}¿¿Identifier
215¿Literal¿string¿¿'a'¿¿{"start":{"line":34,"column":12},"end":{"line":34,"column":15}}¿¿Literal
216¿Literal¿string¿¿'alpha'¿¿{"start":{"line":34,"column":17},"end":{"line":34,"column":24}}¿¿Literal
217¿VariableDeclarator¿¿v30¿¿¿¿¿VariableDeclarator
218¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":35,"column":19}}¿¿CallExpression
219¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":35,"column":11}}¿¿MemberExpression
220¿Identifier¿¿v29¿¿¿¿¿Identifier
221¿Identifier¿¿nargs¿¿¿{"start":{"line":35,"column":6},"end":{"line":35,"column":11}}¿¿Identifier
222¿Literal¿string¿¿'a'¿¿{"start":{"line":35,"column":12},"end":{"line":35,"column":15}}¿¿Literal
223¿Literal¿number¿¿1¿¿{"start":{"line":35,"column":17},"end":{"line":35,"column":18}}¿¿Literal
224¿VariableDeclarator¿¿v31¿¿¿¿¿VariableDeclarator
225¿MemberExpression¿¿¿¿¿{"start":{"line":36,"column":31},"end":{"line":36,"column":46}}¿¿MemberExpression
226¿Identifier¿¿art¿¿¿{"start":{"line":36,"column":31},"end":{"line":36,"column":34}}¿¿Identifier
227¿Identifier¿¿valueScales¿¿¿{"start":{"line":36,"column":35},"end":{"line":36,"column":46}}¿¿Identifier
228¿VariableDeclarator¿¿v32¿¿¿¿¿VariableDeclarator
229¿CallExpression¿¿¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":47}}¿¿CallExpression
230¿MemberExpression¿¿¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":30}}¿¿MemberExpression
231¿Identifier¿¿Object¿¿¿{"start":{"line":36,"column":19},"end":{"line":36,"column":25}}¿¿Identifier
232¿Identifier¿¿keys¿¿¿{"start":{"line":36,"column":26},"end":{"line":36,"column":30}}¿¿Identifier
233¿Identifier¿¿v31¿¿¿¿¿Identifier
234¿VariableDeclarator¿¿v33¿¿¿¿¿VariableDeclarator
235¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":36,"column":48}}¿¿CallExpression
236¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":36,"column":13}}¿¿MemberExpression
237¿Identifier¿¿v30¿¿¿¿¿Identifier
238¿Identifier¿¿choices¿¿¿{"start":{"line":36,"column":6},"end":{"line":36,"column":13}}¿¿Identifier
239¿Literal¿string¿¿'a'¿¿{"start":{"line":36,"column":14},"end":{"line":36,"column":17}}¿¿Literal
240¿Identifier¿¿v32¿¿¿¿¿Identifier
241¿VariableDeclarator¿¿v34¿¿¿¿¿VariableDeclarator
242¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":37,"column":44}}¿¿CallExpression
243¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":37,"column":14}}¿¿MemberExpression
244¿Identifier¿¿v33¿¿¿¿¿Identifier
245¿Identifier¿¿describe¿¿¿{"start":{"line":37,"column":6},"end":{"line":37,"column":14}}¿¿Identifier
246¿Literal¿string¿¿'a'¿¿{"start":{"line":37,"column":15},"end":{"line":37,"column":18}}¿¿Literal
247¿Literal¿string¿¿'Which alphabet to use'¿¿{"start":{"line":37,"column":20},"end":{"line":37,"column":43}}¿¿Literal
248¿VariableDeclarator¿¿v35¿¿¿¿¿VariableDeclarator
249¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":38,"column":14}}¿¿CallExpression
250¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":38,"column":9}}¿¿MemberExpression
251¿Identifier¿¿v34¿¿¿¿¿Identifier
252¿Identifier¿¿help¿¿¿{"start":{"line":38,"column":5},"end":{"line":38,"column":9}}¿¿Identifier
253¿Literal¿string¿¿'h'¿¿{"start":{"line":38,"column":10},"end":{"line":38,"column":13}}¿¿Literal
254¿VariableDeclarator¿¿v36¿¿¿¿¿VariableDeclarator
255¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":39,"column":23}}¿¿CallExpression
256¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":39,"column":10}}¿¿MemberExpression
257¿Identifier¿¿v35¿¿¿¿¿Identifier
258¿Identifier¿¿alias¿¿¿{"start":{"line":39,"column":5},"end":{"line":39,"column":10}}¿¿Identifier
259¿Literal¿string¿¿'h'¿¿{"start":{"line":39,"column":11},"end":{"line":39,"column":14}}¿¿Literal
260¿Literal¿string¿¿'help'¿¿{"start":{"line":39,"column":16},"end":{"line":39,"column":22}}¿¿Literal
261¿VariableDeclarator¿¿v37¿¿¿¿¿VariableDeclarator
262¿CallExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":40,"column":41}}¿¿CallExpression
263¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":40,"column":11}}¿¿MemberExpression
