Id:ID¿Type¿SubType¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
0¿Program¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":132,"column":2}}¿¿Program
1¿ExpressionStatement¿¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":1,"column":13}}¿¿ExpressionStatement
2¿Literal¿string¿¿'use strict'¿¿{"start":{"line":1,"column":0},"end":{"line":1,"column":12}}¿¿Literal
3¿VariableDeclarator¿¿v1¿¿¿¿¿VariableDeclarator
4¿CallExpression¿¿¿¿¿{"start":{"line":3,"column":11},"end":{"line":3,"column":35}}¿¿CallExpression
5¿Identifier¿¿require¿¿¿{"start":{"line":3,"column":11},"end":{"line":3,"column":18}}¿¿Identifier
6¿Literal¿string¿¿'child_process'¿¿{"start":{"line":3,"column":19},"end":{"line":3,"column":34}}¿¿Literal
7¿VariableDeclarator¿¿exec¿¿¿{"start":{"line":3,"column":4},"end":{"line":3,"column":40}}¿¿VariableDeclarator
8¿MemberExpression¿¿¿¿¿{"start":{"line":3,"column":11},"end":{"line":3,"column":40}}¿¿MemberExpression
9¿Identifier¿¿v1¿¿¿¿¿Identifier
10¿Identifier¿¿exec¿¿¿{"start":{"line":3,"column":36},"end":{"line":3,"column":40}}¿¿Identifier
11¿VariableDeclarator¿¿v2¿¿¿¿¿VariableDeclarator
12¿CallExpression¿¿¿¿¿{"start":{"line":4,"column":15},"end":{"line":4,"column":39}}¿¿CallExpression
13¿Identifier¿¿require¿¿¿{"start":{"line":4,"column":15},"end":{"line":4,"column":22}}¿¿Identifier
14¿Literal¿string¿¿'child_process'¿¿{"start":{"line":4,"column":23},"end":{"line":4,"column":38}}¿¿Literal
15¿VariableDeclarator¿¿execSync¿¿¿{"start":{"line":4,"column":4},"end":{"line":4,"column":48}}¿¿VariableDeclarator
16¿MemberExpression¿¿¿¿¿{"start":{"line":4,"column":15},"end":{"line":4,"column":48}}¿¿MemberExpression
17¿Identifier¿¿v2¿¿¿¿¿Identifier
18¿Identifier¿¿execSync¿¿¿{"start":{"line":4,"column":40},"end":{"line":4,"column":48}}¿¿Identifier
19¿VariableDeclarator¿¿fs¿¿¿{"start":{"line":5,"column":4},"end":{"line":5,"column":22}}¿¿VariableDeclarator
20¿CallExpression¿¿¿¿¿{"start":{"line":5,"column":9},"end":{"line":5,"column":22}}¿¿CallExpression
21¿Identifier¿¿require¿¿¿{"start":{"line":5,"column":9},"end":{"line":5,"column":16}}¿¿Identifier
22¿Literal¿string¿¿'fs'¿¿{"start":{"line":5,"column":17},"end":{"line":5,"column":21}}¿¿Literal
23¿VariableDeclarator¿¿access¿¿¿{"start":{"line":6,"column":4},"end":{"line":6,"column":22}}¿¿VariableDeclarator
24¿MemberExpression¿¿¿¿¿{"start":{"line":6,"column":13},"end":{"line":6,"column":22}}¿¿MemberExpression
25¿Identifier¿¿fs¿¿¿{"start":{"line":6,"column":13},"end":{"line":6,"column":15}}¿¿Identifier
26¿Identifier¿¿access¿¿¿{"start":{"line":6,"column":16},"end":{"line":6,"column":22}}¿¿Identifier
27¿VariableDeclarator¿¿accessSync¿¿¿{"start":{"line":7,"column":4},"end":{"line":7,"column":30}}¿¿VariableDeclarator
28¿MemberExpression¿¿¿¿¿{"start":{"line":7,"column":17},"end":{"line":7,"column":30}}¿¿MemberExpression
29¿Identifier¿¿fs¿¿¿{"start":{"line":7,"column":17},"end":{"line":7,"column":19}}¿¿Identifier
30¿Identifier¿¿accessSync¿¿¿{"start":{"line":7,"column":20},"end":{"line":7,"column":30}}¿¿Identifier
31¿VariableDeclarator¿¿v3¿¿¿¿¿VariableDeclarator
32¿MemberExpression¿¿¿¿¿{"start":{"line":8,"column":16},"end":{"line":8,"column":28}}¿¿MemberExpression
33¿Identifier¿¿fs¿¿¿{"start":{"line":8,"column":16},"end":{"line":8,"column":18}}¿¿Identifier
34¿Identifier¿¿constants¿¿¿{"start":{"line":8,"column":19},"end":{"line":8,"column":28}}¿¿Identifier
35¿VariableDeclarator¿¿constants¿¿¿{"start":{"line":8,"column":4},"end":{"line":8,"column":34}}¿¿VariableDeclarator
36¿LogicalExpression¿||¿¿¿¿{"start":{"line":8,"column":16},"end":{"line":8,"column":34}}¿¿LogicalExpression
37¿Identifier¿¿v3¿¿¿¿¿Identifier
38¿Identifier¿¿fs¿¿¿{"start":{"line":8,"column":32},"end":{"line":8,"column":34}}¿¿Identifier
39¿VariableDeclarator¿¿v4¿¿¿¿¿VariableDeclarator
40¿MemberExpression¿¿¿¿¿{"start":{"line":10,"column":21},"end":{"line":10,"column":37}}¿¿MemberExpression
41¿Identifier¿¿process¿¿¿{"start":{"line":10,"column":21},"end":{"line":10,"column":28}}¿¿Identifier
42¿Identifier¿¿platform¿¿¿{"start":{"line":10,"column":29},"end":{"line":10,"column":37}}¿¿Identifier
43¿VariableDeclarator¿¿isUsingWindows¿¿¿{"start":{"line":10,"column":4},"end":{"line":10,"column":48}}¿¿VariableDeclarator
44¿BinaryExpression¿==¿¿¿¿{"start":{"line":10,"column":21},"end":{"line":10,"column":48}}¿¿BinaryExpression
45¿Identifier¿¿v4¿¿¿¿¿Identifier
46¿Literal¿string¿¿'win32'¿¿{"start":{"line":10,"column":41},"end":{"line":10,"column":48}}¿¿Literal
47¿VariableDeclarator¿¿fileNotExists¿¿¿{"start":{"line":12,"column":4},"end":{"line":17,"column":1}}¿¿VariableDeclarator
48¿FunctionExpression¿¿anon¿¿¿{"start":{"line":12,"column":20},"end":{"line":17,"column":1}}¿¿FunctionExpression
49¿Identifier¿¿commandName¿¿¿{"start":{"line":12,"column":29},"end":{"line":12,"column":40}}¿¿Identifier
50¿Identifier¿¿callback¿¿¿{"start":{"line":12,"column":42},"end":{"line":12,"column":50}}¿¿Identifier
51¿VariableDeclarator¿¿v5¿¿¿¿¿VariableDeclarator
52¿MemberExpression¿¿¿¿¿{"start":{"line":13,"column":24},"end":{"line":13,"column":38}}¿¿MemberExpression
53¿Identifier¿¿constants¿¿¿{"start":{"line":13,"column":24},"end":{"line":13,"column":33}}¿¿Identifier
54¿Identifier¿¿F_OK¿¿¿{"start":{"line":13,"column":34},"end":{"line":13,"column":38}}¿¿Identifier
55¿VariableDeclarator¿¿v8¿¿¿¿¿VariableDeclarator
56¿FunctionExpression¿¿anon¿¿¿{"start":{"line":14,"column":4},"end":{"line":16,"column":5}}¿¿FunctionExpression
57¿Identifier¿¿err¿¿¿{"start":{"line":14,"column":13},"end":{"line":14,"column":16}}¿¿Identifier
58¿VariableDeclarator¿¿v6¿¿¿¿¿VariableDeclarator
59¿UnaryExpression¿!¿¿¿¿{"start":{"line":15,"column":17},"end":{"line":15,"column":21}}¿¿UnaryExpression
60¿Identifier¿¿err¿¿¿{"start":{"line":15,"column":18},"end":{"line":15,"column":21}}¿¿Identifier
61¿VariableDeclarator¿¿v7¿¿¿¿¿VariableDeclarator
62¿CallExpression¿¿¿¿¿{"start":{"line":15,"column":8},"end":{"line":15,"column":22}}¿¿CallExpression
63¿Identifier¿¿callback¿¿¿{"start":{"line":15,"column":8},"end":{"line":15,"column":16}}¿¿Identifier
64¿Identifier¿¿v6¿¿¿¿¿Identifier
65¿ExpressionStatement¿¿¿¿¿{"start":{"line":15,"column":8},"end":{"line":15,"column":23}}¿¿ExpressionStatement
66¿Identifier¿¿v7¿¿¿¿¿Identifier
67¿BlockStatement¿¿¿¿¿{"start":{"line":14,"column":17},"end":{"line":16,"column":5}}¿¿BlockStatement
68¿VariableDeclarator¿¿v9¿¿¿¿¿VariableDeclarator
69¿CallExpression¿¿¿¿¿{"start":{"line":13,"column":4},"end":{"line":16,"column":6}}¿¿CallExpression
70¿Identifier¿¿access¿¿¿{"start":{"line":13,"column":4},"end":{"line":13,"column":10}}¿¿Identifier
71¿Identifier¿¿commandName¿¿¿{"start":{"line":13,"column":11},"end":{"line":13,"column":22}}¿¿Identifier
72¿Identifier¿¿v5¿¿¿¿¿Identifier
73¿Identifier¿¿v8¿¿¿¿¿Identifier
74¿ExpressionStatement¿¿¿¿¿{"start":{"line":13,"column":4},"end":{"line":16,"column":7}}¿¿ExpressionStatement
75¿Identifier¿¿v9¿¿¿¿¿Identifier
76¿BlockStatement¿¿¿¿¿{"start":{"line":12,"column":51},"end":{"line":17,"column":1}}¿¿BlockStatement
77¿VariableDeclarator¿¿fileNotExistsSync¿¿¿{"start":{"line":19,"column":4},"end":{"line":26,"column":1}}¿¿VariableDeclarator
